subj	cond	item	value	region	Xstart	Xend	Ystart	Yend	fixationtype	order	questionRT	questionAcc
001	6	12	268	2	54	62	0	0	rp	72	NA	NA
001	6	12	0	2	54	62	0	0	pr	72	NA	NA
001	6	12	0	2	54	62	0	0	rr	72	NA	NA
001	6	12	268	2	54	62	0	0	tt	72	NA	NA
001	6	12	305	3	62	74	0	0	ff	72	NA	NA
001	6	12	775	3	62	74	0	0	fp	72	NA	NA
001	6	12	775	3	62	74	0	0	rp	72	NA	NA
001	6	12	0	3	62	74	0	0	pr	72	NA	NA
001	6	12	0	3	62	74	0	0	rr	72	NA	NA
001	6	12	775	3	62	74	0	0	tt	72	NA	NA
001	6	12	704	4	74	90	0	0	ff	72	NA	NA
001	6	12	873	4	74	90	0	0	fp	72	NA	NA
001	6	12	873	4	74	90	0	0	rp	72	NA	NA
001	6	12	0	4	74	90	0	0	pr	72	NA	NA
001	6	12	0	4	74	90	0	0	rr	72	NA	NA
001	6	12	873	4	74	90	0	0	tt	72	NA	NA
001	2	26	201	1	0	68	0	0	ff	75	NA	NA
001	2	26	3130	1	0	68	0	0	fp	75	NA	NA
001	2	26	3130	1	0	68	0	0	rp	75	NA	NA
001	2	26	0	1	0	68	0	0	pr	75	NA	NA
001	2	26	0	1	0	68	0	0	rr	75	NA	NA
001	2	26	3130	1	0	68	0	0	tt	75	NA	NA
001	2	26	185	2	68	76	0	0	ff	75	NA	NA
001	2	26	403	2	68	76	0	0	fp	75	NA	NA
001	2	26	403	2	68	76	0	0	rp	75	NA	NA
001	2	26	0	2	68	76	0	0	pr	75	NA	NA
001	2	26	168	2	68	76	0	0	rr	75	NA	NA
001	2	26	571	2	68	76	0	0	tt	75	NA	NA
001	2	26	167	3	76	91	0	0	ff	75	NA	NA
001	2	26	167	3	76	91	0	0	fp	75	NA	NA
001	2	26	821	3	76	91	0	0	rp	75	NA	NA
001	2	26	1	3	76	91	0	0	pr	75	NA	NA
001	2	26	486	3	76	91	0	0	rr	75	NA	NA
001	2	26	653	3	76	91	0	0	tt	75	NA	NA
001	2	26	164	4	91	129	0	0	ff	75	NA	NA
001	2	26	1306	4	91	129	0	0	fp	75	NA	NA
001	2	26	1306	4	91	129	0	0	rp	75	NA	NA
001	2	26	0	4	91	129	0	0	pr	75	NA	NA
001	2	26	0	4	91	129	0	0	rr	75	NA	NA
001	2	26	1306	4	91	129	0	0	tt	75	NA	NA
001	5	29	212	1	0	62	0	0	ff	99	NA	NA
001	5	29	3431	1	0	62	0	0	fp	99	NA	NA
001	5	29	3431	1	0	62	0	0	rp	99	NA	NA
001	5	29	0	1	0	62	0	0	pr	99	NA	NA
001	5	29	392	1	0	62	0	0	rr	99	NA	NA
001	5	29	3823	1	0	62	0	0	tt	99	NA	NA
001	5	29	215	2	62	70	0	0	ff	99	NA	NA
001	5	29	215	2	62	70	0	0	fp	99	NA	NA
001	5	29	1169	2	62	70	0	0	rp	99	NA	NA
001	5	29	1	2	62	70	0	0	pr	99	NA	NA
001	5	29	562	2	62	70	0	0	rr	99	NA	NA
001	5	29	777	2	62	70	0	0	tt	99	NA	NA
001	5	29	221	3	70	81	0	0	ff	99	NA	NA
001	5	29	650	3	70	81	0	0	fp	99	NA	NA
001	5	29	650	3	70	81	0	0	rp	99	NA	NA
001	5	29	0	3	70	81	0	0	pr	99	NA	NA
001	5	29	0	3	70	81	0	0	rr	99	NA	NA
001	5	29	650	3	70	81	0	0	tt	99	NA	NA
001	5	29	341	4	81	123	0	0	ff	99	NA	NA
001	5	29	2845	4	81	123	0	0	fp	99	NA	NA
001	5	29	2845	4	81	123	0	0	rp	99	NA	NA
001	5	29	0	4	81	123	0	0	pr	99	NA	NA
001	5	29	0	4	81	123	0	0	rr	99	NA	NA
001	5	29	2845	4	81	123	0	0	tt	99	NA	NA
001	1	1	460	1	0	54	0	0	ff	102	NA	NA
001	1	1	2983	1	0	54	0	0	fp	102	NA	NA
001	1	1	2983	1	0	54	0	0	rp	102	NA	NA
001	1	1	0	1	0	54	0	0	pr	102	NA	NA
001	1	1	0	1	0	54	0	0	rr	102	NA	NA
001	1	1	2983	1	0	54	0	0	tt	102	NA	NA
001	1	1	343	2	54	62	0	0	ff	102	NA	NA
001	1	1	565	2	54	62	0	0	fp	102	NA	NA
001	1	1	565	2	54	62	0	0	rp	102	NA	NA
001	1	1	0	2	54	62	0	0	pr	102	NA	NA
001	1	1	0	2	54	62	0	0	rr	102	NA	NA
001	1	1	565	2	54	62	0	0	tt	102	NA	NA
001	1	1	214	3	62	75	0	0	ff	102	NA	NA
001	1	1	707	3	62	75	0	0	fp	102	NA	NA
001	1	1	707	3	62	75	0	0	rp	102	NA	NA
001	1	1	0	3	62	75	0	0	pr	102	NA	NA
001	1	1	223	3	62	75	0	0	rr	102	NA	NA
001	1	1	930	3	62	75	0	0	tt	102	NA	NA
001	1	1	81	4	75	110	0	0	ff	102	NA	NA
001	1	1	81	4	75	110	0	0	fp	102	NA	NA
001	1	1	2014	4	75	110	0	0	rp	102	NA	NA
001	1	1	1	4	75	110	0	0	pr	102	NA	NA
001	1	1	1710	4	75	110	0	0	rr	102	NA	NA
001	1	1	1791	4	75	110	0	0	tt	102	NA	NA
001	2	14	459	1	0	58	0	0	ff	111	NA	NA
001	2	14	5499	1	0	58	0	0	fp	111	NA	NA
001	2	14	5499	1	0	58	0	0	rp	111	NA	NA
001	2	14	0	1	0	58	0	0	pr	111	NA	NA
001	2	14	0	1	0	58	0	0	rr	111	NA	NA
001	2	14	5499	1	0	58	0	0	tt	111	NA	NA
001	2	14	119	2	58	66	0	0	ff	111	NA	NA
001	2	14	544	2	58	66	0	0	fp	111	NA	NA
001	2	14	544	2	58	66	0	0	rp	111	NA	NA
001	2	14	0	2	58	66	0	0	pr	111	NA	NA
001	2	14	0	2	58	66	0	0	rr	111	NA	NA
001	2	14	544	2	58	66	0	0	tt	111	NA	NA
001	2	14	214	3	66	77	0	0	ff	111	NA	NA
001	2	14	747	3	66	77	0	0	fp	111	NA	NA
001	2	14	747	3	66	77	0	0	rp	111	NA	NA
001	2	14	0	3	66	77	0	0	pr	111	NA	NA
001	2	14	0	3	66	77	0	0	rr	111	NA	NA
001	2	14	747	3	66	77	0	0	tt	111	NA	NA
001	2	14	211	4	77	92	0	0	ff	111	NA	NA
001	2	14	451	4	77	92	0	0	fp	111	NA	NA
001	2	14	451	4	77	92	0	0	rp	111	NA	NA
001	2	14	0	4	77	92	0	0	pr	111	NA	NA
001	2	14	0	4	77	92	0	0	rr	111	NA	NA
001	2	14	451	4	77	92	0	0	tt	111	NA	NA
001	2	8	261	1	0	69	0	0	ff	117	NA	NA
001	2	8	3893	1	0	69	0	0	fp	117	NA	NA
001	2	8	3893	1	0	69	0	0	rp	117	NA	NA
001	2	8	0	1	0	69	0	0	pr	117	NA	NA
001	2	8	195	1	0	69	0	0	rr	117	NA	NA
001	2	8	4088	1	0	69	0	0	tt	117	NA	NA
001	2	8	205	2	69	77	0	0	ff	117	NA	NA
001	2	8	205	2	69	77	0	0	fp	117	NA	NA
001	2	8	205	2	69	77	0	0	rp	117	NA	NA
001	2	8	0	2	69	77	0	0	pr	117	NA	NA
001	2	8	0	2	69	77	0	0	rr	117	NA	NA
001	2	8	205	2	69	77	0	0	tt	117	NA	NA
001	2	8	198	3	77	92	0	0	ff	117	NA	NA
001	2	8	955	3	77	92	0	0	fp	117	NA	NA
001	2	8	955	3	77	92	0	0	rp	117	NA	NA
001	2	8	0	3	77	92	0	0	pr	117	NA	NA
001	2	8	0	3	77	92	0	0	rr	117	NA	NA
001	2	8	955	3	77	92	0	0	tt	117	NA	NA
001	2	8	108	4	92	118	0	0	ff	117	NA	NA
001	2	8	1260	4	92	118	0	0	fp	117	NA	NA
001	2	8	1499	4	92	118	0	0	rp	117	NA	NA
001	2	8	1	4	92	118	0	0	pr	117	NA	NA
001	2	8	0	4	92	118	0	0	rr	117	NA	NA
001	2	8	1260	4	92	118	0	0	tt	117	NA	NA
001	6	18	203	1	0	62	0	0	ff	120	NA	NA
001	6	18	2826	1	0	62	0	0	fp	120	NA	NA
001	6	18	2826	1	0	62	0	0	rp	120	NA	NA
001	6	18	0	1	0	62	0	0	pr	120	NA	NA
001	6	18	360	1	0	62	0	0	rr	120	NA	NA
001	6	18	3186	1	0	62	0	0	tt	120	NA	NA
001	6	18	473	2	62	70	0	0	ff	120	NA	NA
001	6	18	473	2	62	70	0	0	fp	120	NA	NA
001	6	18	1248	2	62	70	0	0	rp	120	NA	NA
001	6	18	1	2	62	70	0	0	pr	120	NA	NA
001	6	18	415	2	62	70	0	0	rr	120	NA	NA
001	6	18	888	2	62	70	0	0	tt	120	NA	NA
001	6	18	882	3	70	86	0	0	ff	120	NA	NA
001	6	18	1647	3	70	86	0	0	fp	120	NA	NA
001	6	18	1647	3	70	86	0	0	rp	120	NA	NA
001	6	18	0	3	70	86	0	0	pr	120	NA	NA
001	6	18	0	3	70	86	0	0	rr	120	NA	NA
001	6	18	1647	3	70	86	0	0	tt	120	NA	NA
001	6	18	500	4	86	110	0	0	ff	120	NA	NA
001	6	18	1204	4	86	110	0	0	fp	120	NA	NA
001	6	18	1204	4	86	110	0	0	rp	120	NA	NA
001	6	18	0	4	86	110	0	0	pr	120	NA	NA
001	6	18	0	4	86	110	0	0	rr	120	NA	NA
001	6	18	1204	4	86	110	0	0	tt	120	NA	NA
001	3	9	283	1	0	57	0	0	ff	153	NA	NA
001	3	9	2521	1	0	57	0	0	fp	153	NA	NA
001	3	9	2521	1	0	57	0	0	rp	153	NA	NA
001	3	9	0	1	0	57	0	0	pr	153	NA	NA
001	3	9	0	1	0	57	0	0	rr	153	NA	NA
001	3	9	2521	1	0	57	0	0	tt	153	NA	NA
001	3	9	NA	2	57	65	0	0	ff	153	NA	NA
001	3	9	NA	2	57	65	0	0	fp	153	NA	NA
001	3	9	NA	2	57	65	0	0	rp	153	NA	NA
001	3	9	NA	2	57	65	0	0	pr	153	NA	NA
001	3	9	386	2	57	65	0	0	rr	153	NA	NA
001	3	9	386	2	57	65	0	0	tt	153	NA	NA
001	3	9	85	3	65	77	0	0	ff	153	NA	NA
001	3	9	85	3	65	77	0	0	fp	153	NA	NA
001	3	9	934	3	65	77	0	0	rp	153	NA	NA
001	3	9	1	3	65	77	0	0	pr	153	NA	NA
001	3	9	463	3	65	77	0	0	rr	153	NA	NA
001	3	9	548	3	65	77	0	0	tt	153	NA	NA
001	3	9	525	4	77	92	0	0	ff	153	NA	NA
001	3	9	525	4	77	92	0	0	fp	153	NA	NA
001	3	9	525	4	77	92	0	0	rp	153	NA	NA
001	3	9	0	4	77	92	0	0	pr	153	NA	NA
001	3	9	0	4	77	92	0	0	rr	153	NA	NA
